token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
49428,NIFTY29DEC229500PE,NIFTY,29DEC2022,950000.000000,75,OPTIDX,NFO,5.000000
52728,NIFTY26AUG2115850CE,NIFTY,26AUG2021,1585000.000000,50,OPTIDX,NFO,5.000000
51218,NIFTY24JUN2113650CE,NIFTY,24JUN2021,1365000.000000,75,OPTIDX,NFO,5.000000
49163,NIFTY24DEC2513000CE,NIFTY,24DEC2025,1300000.000000,75,OPTIDX,NFO,5.000000
45015,NIFTY08JUL2116550CE,NIFTY,08JUL2021,1655000.000000,75,OPTIDX,NFO,5.000000
36200,NIFTY08JUL2116300CE,NIFTY,08JUL2021,1630000.000000,75,OPTIDX,NFO,5.000000
43935,NIFTY29JUN2310500PE,NIFTY,29JUN2023,1050000.000000,75,OPTIDX,NFO,5.000000
42071,NIFTY28DEC2317500PE,NIFTY,28DEC2023,1750000.000000,75,OPTIDX,NFO,5.000000
47358,NIFTY22JUL2113700CE,NIFTY,22JUL2021,1370000.000000,75,OPTIDX,NFO,5.000000
35147,NIFTY29JUL2113350PE,NIFTY,29JUL2021,1335000.000000,50,OPTIDX,NFO,5.000000
47724,NIFTY10JUN2115100CE,NIFTY,10JUN2021,1510000.000000,75,OPTIDX,NFO,5.000000
47738,NIFTY10JUN2115200CE,NIFTY,10JUN2021,1520000.000000,75,OPTIDX,NFO,5.000000
45931,NIFTY24JUN218200PE,NIFTY,24JUN2021,820000.000000,75,OPTIDX,NFO,5.000000
44098,NIFTY15JUL2114850PE,NIFTY,15JUL2021,1485000.000000,75,OPTIDX,NFO,5.000000
51318,NIFTY17JUN2113900PE,NIFTY,17JUN2021,1390000.000000,75,OPTIDX,NFO,5.000000
47680,NIFTY10JUN2114700PE,NIFTY,10JUN2021,1470000.000000,75,OPTIDX,NFO,5.000000
47430,NIFTY22JUL2114750PE,NIFTY,22JUL2021,1475000.000000,75,OPTIDX,NFO,5.000000
39629,NIFTY30DEC2116000CE,NIFTY,30DEC2021,1600000.000000,75,OPTIDX,NFO,5.000000
53028,NIFTY01JUL2116350CE,NIFTY,01JUL2021,1635000.000000,75,OPTIDX,NFO,5.000000
51243,NIFTY24JUN2113800CE,NIFTY,24JUN2021,1380000.000000,75,OPTIDX,NFO,5.000000
44201,NIFTY15JUL2116200PE,NIFTY,15JUL2021,1620000.000000,75,OPTIDX,NFO,5.000000
38697,NIFTY28DEC2313500PE,NIFTY,28DEC2023,1350000.000000,75,OPTIDX,NFO,5.000000
44990,NIFTY24JUN2116600PE,NIFTY,24JUN2021,1660000.000000,75,OPTIDX,NFO,5.000000
53903,NIFTY29JUL2115200CE,NIFTY,29JUL2021,1520000.000000,50,OPTIDX,NFO,5.000000
35039,NIFTY30DEC2110600PE,NIFTY,30DEC2021,1060000.000000,75,OPTIDX,NFO,5.000000
44195,NIFTY15JUL2116050PE,NIFTY,15JUL2021,1605000.000000,75,OPTIDX,NFO,5.000000
44989,NIFTY24JUN2116600CE,NIFTY,24JUN2021,1660000.000000,75,OPTIDX,NFO,5.000000
51348,NIFTY24JUN2115650PE,NIFTY,24JUN2021,1565000.000000,75,OPTIDX,NFO,5.000000
45958,NIFTY30DEC2110200PE,NIFTY,30DEC2021,1020000.000000,75,OPTIDX,NFO,5.000000
53026,NIFTY01JUL2116300CE,NIFTY,01JUL2021,1630000.000000,75,OPTIDX,NFO,5.000000
39680,NIFTY26JUN2516000PE,NIFTY,26JUN2025,1600000.000000,75,OPTIDX,NFO,5.000000
43379,NIFTY28DEC2314000CE,NIFTY,28DEC2023,1400000.000000,75,OPTIDX,NFO,5.000000
36407,NIFTY10JUN2117100PE,NIFTY,10JUN2021,1710000.000000,75,OPTIDX,NFO,5.000000
52611,NIFTY26AUG2115400PE,NIFTY,26AUG2021,1540000.000000,50,OPTIDX,NFO,5.000000
47402,NIFTY22JUL2114300CE,NIFTY,22JUL2021,1430000.000000,75,OPTIDX,NFO,5.000000
47521,NIFTY22JUL2115900CE,NIFTY,22JUL2021,1590000.000000,75,OPTIDX,NFO,5.000000
39434,NIFTY05AUG2114300CE,NIFTY,05AUG2021,1430000.000000,50,OPTIDX,NFO,5.000000
36231,NIFTY08JUL2116300PE,NIFTY,08JUL2021,1630000.000000,75,OPTIDX,NFO,5.000000
51924,NIFTY26AUG2113850PE,NIFTY,26AUG2021,1385000.000000,50,OPTIDX,NFO,5.000000
52047,NIFTY26AUG2114650CE,NIFTY,26AUG2021,1465000.000000,50,OPTIDX,NFO,5.000000
39537,NIFTY05AUG2114950CE,NIFTY,05AUG2021,1495000.000000,50,OPTIDX,NFO,5.000000
49172,NIFTY24DEC2515000CE,NIFTY,24DEC2025,1500000.000000,75,OPTIDX,NFO,5.000000
52046,NIFTY26AUG2114600PE,NIFTY,26AUG2021,1460000.000000,50,OPTIDX,NFO,5.000000
51300,NIFTY24JUN2114400PE,NIFTY,24JUN2021,1440000.000000,75,OPTIDX,NFO,5.000000
39598,NIFTY30DEC2111300PE,NIFTY,30DEC2021,1130000.000000,75,OPTIDX,NFO,5.000000
47824,NIFTY10JUN2116350PE,NIFTY,10JUN2021,1635000.000000,75,OPTIDX,NFO,5.000000
53879,NIFTY29JUL2114650CE,NIFTY,29JUL2021,1465000.000000,50,OPTIDX,NFO,5.000000
54014,NIFTY29JUL2116400PE,NIFTY,29JUL2021,1640000.000000,50,OPTIDX,NFO,5.000000
51222,NIFTY24JUN2113700CE,NIFTY,24JUN2021,1370000.000000,75,OPTIDX,NFO,5.000000
54011,NIFTY29JUL2116350CE,NIFTY,29JUL2021,1635000.000000,50,OPTIDX,NFO,5.000000
39337,NIFTY08JUL2113900PE,NIFTY,08JUL2021,1390000.000000,75,OPTIDX,NFO,5.000000
52583,NIFTY26AUG2115200PE,NIFTY,26AUG2021,1520000.000000,50,OPTIDX,NFO,5.000000
43920,NIFTY15JUL2113450CE,NIFTY,15JUL2021,1345000.000000,75,OPTIDX,NFO,5.000000
39477,NIFTY08JUL2115550PE,NIFTY,08JUL2021,1555000.000000,75,OPTIDX,NFO,5.000000
52407,NIFTY01JUL2112950PE,NIFTY,01JUL2021,1295000.000000,75,OPTIDX,NFO,5.000000
47806,NIFTY10JUN2115900PE,NIFTY,10JUN2021,1590000.000000,75,OPTIDX,NFO,5.000000
50915,NIFTY30JUN2210000PE,NIFTY,30JUN2022,1000000.000000,75,OPTIDX,NFO,5.000000
45971,NIFTY24JUN219500PE,NIFTY,24JUN2021,950000.000000,75,OPTIDX,NFO,5.000000
59364,NIFTY26JUN2511500PE,NIFTY,26JUN2025,1150000.000000,75,OPTIDX,NFO,5.000000
39536,NIFTY08JUL2116200CE,NIFTY,08JUL2021,1620000.000000,75,OPTIDX,NFO,5.000000
47807,NIFTY10JUN2115950CE,NIFTY,10JUN2021,1595000.000000,75,OPTIDX,NFO,5.000000
50909,NIFTY24JUN2112900PE,NIFTY,24JUN2021,1290000.000000,75,OPTIDX,NFO,5.000000
51881,NIFTY17JUN2112800PE,NIFTY,17JUN2021,1280000.000000,75,OPTIDX,NFO,5.000000
47631,NIFTY10JUN2114250CE,NIFTY,10JUN2021,1425000.000000,75,OPTIDX,NFO,5.000000
39420,NIFTY08JUL2114600PE,NIFTY,08JUL2021,1460000.000000,75,OPTIDX,NFO,5.000000
50881,NIFTY30JUN228300PE,NIFTY,30JUN2022,830000.000000,75,OPTIDX,NFO,5.000000
49843,NIFTY29DEC2211800PE,NIFTY,29DEC2022,1180000.000000,75,OPTIDX,NFO,5.000000
51358,NIFTY31MAR2212500PE,NIFTY,31MAR2022,1250000.000000,75,OPTIDX,NFO,5.000000
49522,NIFTY29DEC2210500PE,NIFTY,29DEC2022,1050000.000000,75,OPTIDX,NFO,5.000000
49296,NIFTY15JUL2116750CE,NIFTY,15JUL2021,1675000.000000,75,OPTIDX,NFO,5.000000
49287,NIFTY10JUN2113200CE,NIFTY,10JUN2021,1320000.000000,75,OPTIDX,NFO,5.000000
39391,NIFTY22JUL2117200CE,NIFTY,22JUL2021,1720000.000000,75,OPTIDX,NFO,5.000000
52580,NIFTY26AUG2115150CE,NIFTY,26AUG2021,1515000.000000,50,OPTIDX,NFO,5.000000
45871,NIFTY15JUL2116700CE,NIFTY,15JUL2021,1670000.000000,75,OPTIDX,NFO,5.000000
39574,NIFTY05AUG2115500CE,NIFTY,05AUG2021,1550000.000000,50,OPTIDX,NFO,5.000000
49182,NIFTY10JUN2116800PE,NIFTY,10JUN2021,1680000.000000,75,OPTIDX,NFO,5.000000
50969,NIFTY30JUN2211700PE,NIFTY,30JUN2022,1170000.000000,75,OPTIDX,NFO,5.000000
42073,NIFTY27JUN2417500PE,NIFTY,27JUN2024,1750000.000000,75,OPTIDX,NFO,5.000000
59372,NIFTY26JUN2512500PE,NIFTY,26JUN2025,1250000.000000,75,OPTIDX,NFO,5.000000
52448,NIFTY01JUL2114000CE,NIFTY,01JUL2021,1400000.000000,75,OPTIDX,NFO,5.000000
51472,NIFTY17JUN2116050PE,NIFTY,17JUN2021,1605000.000000,75,OPTIDX,NFO,5.000000
45835,NIFTY30DEC2117000PE,NIFTY,30DEC2021,1700000.000000,75,OPTIDX,NFO,5.000000
44071,NIFTY15JUL2114600PE,NIFTY,15JUL2021,1460000.000000,75,OPTIDX,NFO,5.000000
52415,NIFTY01JUL2113150PE,NIFTY,01JUL2021,1315000.000000,75,OPTIDX,NFO,5.000000
53890,NIFTY29JUL2114850PE,NIFTY,29JUL2021,1485000.000000,50,OPTIDX,NFO,5.000000
47338,NIFTY22JUL2113550PE,NIFTY,22JUL2021,1355000.000000,75,OPTIDX,NFO,5.000000
51401,NIFTY17JUN2114650PE,NIFTY,17JUN2021,1465000.000000,75,OPTIDX,NFO,5.000000
39247,NIFTY08JUL2113200CE,NIFTY,08JUL2021,1320000.000000,75,OPTIDX,NFO,5.000000
53023,NIFTY01JUL2116200PE,NIFTY,01JUL2021,1620000.000000,75,OPTIDX,NFO,5.000000
47384,NIFTY22JUL2114200CE,NIFTY,22JUL2021,1420000.000000,75,OPTIDX,NFO,5.000000
53931,NIFTY29JUL2115600CE,NIFTY,29JUL2021,1560000.000000,50,OPTIDX,NFO,5.000000
55119,NIFTY26JUN2518000CE,NIFTY,26JUN2025,1800000.000000,75,OPTIDX,NFO,5.000000
39741,NIFTY05AUG2116700PE,NIFTY,05AUG2021,1670000.000000,50,OPTIDX,NFO,5.000000
47365,NIFTY22JUL2113850PE,NIFTY,22JUL2021,1385000.000000,75,OPTIDX,NFO,5.000000
43384,NIFTY26DEC2414000PE,NIFTY,26DEC2024,1400000.000000,75,OPTIDX,NFO,5.000000
39729,NIFTY05AUG2116600PE,NIFTY,05AUG2021,1660000.000000,50,OPTIDX,NFO,5.000000
35092,NIFTY30SEP2111000PE,NIFTY,30SEP2021,1100000.000000,75,OPTIDX,NFO,5.000000
51373,NIFTY31MAR2216500CE,NIFTY,31MAR2022,1650000.000000,75,OPTIDX,NFO,5.000000
47490,NIFTY22JUL2115500PE,NIFTY,22JUL2021,1550000.000000,75,OPTIDX,NFO,5.000000
39767,NIFTY05AUG2117150PE,NIFTY,05AUG2021,1715000.000000,50,OPTIDX,NFO,5.000000
44129,NIFTY15JUL2115250PE,NIFTY,15JUL2021,1525000.000000,75,OPTIDX,NFO,5.000000
43918,NIFTY15JUL2113400CE,NIFTY,15JUL2021,1340000.000000,75,OPTIDX,NFO,5.000000
47453,NIFTY22JUL2115200PE,NIFTY,22JUL2021,1520000.000000,75,OPTIDX,NFO,5.000000
43411,NIFTY29JUN2314500CE,NIFTY,29JUN2023,1450000.000000,75,OPTIDX,NFO,5.000000
39437,NIFTY05AUG2114300PE,NIFTY,05AUG2021,1430000.000000,50,OPTIDX,NFO,5.000000
49267,NIFTY10JUN2112800PE,NIFTY,10JUN2021,1280000.000000,75,OPTIDX,NFO,5.000000
40977,NIFTY24JUN2110900PE,NIFTY,24JUN2021,1090000.000000,75,OPTIDX,NFO,5.000000
47690,NIFTY10JUN2114800PE,NIFTY,10JUN2021,1480000.000000,75,OPTIDX,NFO,5.000000
41676,NIFTY29DEC2214100CE,NIFTY,29DEC2022,1410000.000000,75,OPTIDX,NFO,5.000000
51397,NIFTY17JUN2114550PE,NIFTY,17JUN2021,1455000.000000,75,OPTIDX,NFO,5.000000
39361,NIFTY08JUL2114100CE,NIFTY,08JUL2021,1410000.000000,75,OPTIDX,NFO,5.000000
47440,NIFTY22JUL2115000PE,NIFTY,22JUL2021,1500000.000000,75,OPTIDX,NFO,5.000000
41212,NIFTY24JUN2116450CE,NIFTY,24JUN2021,1645000.000000,75,OPTIDX,NFO,5.000000
35151,NIFTY10JUN2116950PE,NIFTY,10JUN2021,1695000.000000,75,OPTIDX,NFO,5.000000
53873,NIFTY29JUL2114600CE,NIFTY,29JUL2021,1460000.000000,50,OPTIDX,NFO,5.000000
43649,NIFTY26DEC2412000PE,NIFTY,26DEC2024,1200000.000000,75,OPTIDX,NFO,5.000000
52461,NIFTY01JUL2114200PE,NIFTY,01JUL2021,1420000.000000,75,OPTIDX,NFO,5.000000
43371,NIFTY30JUN2214000PE,NIFTY,30JUN2022,1400000.000000,75,OPTIDX,NFO,5.000000
39342,NIFTY08JUL2114000CE,NIFTY,08JUL2021,1400000.000000,75,OPTIDX,NFO,5.000000
50971,NIFTY30JUN2211800PE,NIFTY,30JUN2022,1180000.000000,75,OPTIDX,NFO,5.000000
39392,NIFTY24JUN2113000PE,NIFTY,24JUN2021,1300000.000000,75,OPTIDX,NFO,5.000000
39465,NIFTY08JUL2115350CE,NIFTY,08JUL2021,1535000.000000,75,OPTIDX,NFO,5.000000
47597,NIFTY10JUN2113900CE,NIFTY,10JUN2021,1390000.000000,75,OPTIDX,NFO,5.000000
35006,NIFTY24JUN2116500CE,NIFTY,24JUN2021,1650000.000000,75,OPTIDX,NFO,5.000000
51349,NIFTY24JUN2115700CE,NIFTY,24JUN2021,1570000.000000,75,OPTIDX,NFO,5.000000
39463,NIFTY08JUL2115300CE,NIFTY,08JUL2021,1530000.000000,75,OPTIDX,NFO,5.000000
51405,NIFTY17JUN2114750PE,NIFTY,17JUN2021,1475000.000000,75,OPTIDX,NFO,5.000000
53904,NIFTY29JUL2115200PE,NIFTY,29JUL2021,1520000.000000,50,OPTIDX,NFO,5.000000
37095,NIFTY30JUN2212600PE,NIFTY,30JUN2022,1260000.000000,75,OPTIDX,NFO,5.000000
47400,NIFTY22JUL2114250PE,NIFTY,22JUL2021,1425000.000000,75,OPTIDX,NFO,5.000000
52537,NIFTY01JUL2115850PE,NIFTY,01JUL2021,1585000.000000,75,OPTIDX,NFO,5.000000
35060,NIFTY24JUN2115850CE,NIFTY,24JUN2021,1585000.000000,75,OPTIDX,NFO,5.000000
51324,NIFTY24JUN2115100CE,NIFTY,24JUN2021,1510000.000000,75,OPTIDX,NFO,5.000000
45828,NIFTY30SEP2117000CE,NIFTY,30SEP2021,1700000.000000,75,OPTIDX,NFO,5.000000
36481,NIFTY22JUL2117050PE,NIFTY,22JUL2021,1705000.000000,75,OPTIDX,NFO,5.000000
44101,NIFTY15JUL2114900CE,NIFTY,15JUL2021,1490000.000000,75,OPTIDX,NFO,5.000000
47463,NIFTY22JUL2115300CE,NIFTY,22JUL2021,1530000.000000,75,OPTIDX,NFO,5.000000
52494,NIFTY01JUL2114800CE,NIFTY,01JUL2021,1480000.000000,75,OPTIDX,NFO,5.000000
47612,NIFTY10JUN2114050PE,NIFTY,10JUN2021,1405000.000000,75,OPTIDX,NFO,5.000000
49286,NIFTY10JUN2113150PE,NIFTY,10JUN2021,1315000.000000,75,OPTIDX,NFO,5.000000
49640,NIFTY29DEC2211100PE,NIFTY,29DEC2022,1110000.000000,75,OPTIDX,NFO,5.000000
45802,NIFTY17JUN2116650CE,NIFTY,17JUN2021,1665000.000000,75,OPTIDX,NFO,5.000000
40085,NIFTY27JUN2415000PE,NIFTY,27JUN2024,1500000.000000,75,OPTIDX,NFO,5.000000
52599,NIFTY26AUG2115300PE,NIFTY,26AUG2021,1530000.000000,50,OPTIDX,NFO,5.000000
51436,NIFTY17JUN2115500CE,NIFTY,17JUN2021,1550000.000000,75,OPTIDX,NFO,5.000000
39425,NIFTY08JUL2114750CE,NIFTY,08JUL2021,1475000.000000,75,OPTIDX,NFO,5.000000
36421,NIFTY26JUN2516500PE,NIFTY,26JUN2025,1650000.000000,75,OPTIDX,NFO,5.000000
51922,NIFTY29JUL2116850PE,NIFTY,29JUL2021,1685000.000000,50,OPTIDX,NFO,5.000000
39388,NIFTY22JUL2117150CE,NIFTY,22JUL2021,1715000.000000,75,OPTIDX,NFO,5.000000
45838,NIFTY01JUL2116700CE,NIFTY,01JUL2021,1670000.000000,75,OPTIDX,NFO,5.000000
39347,NIFTY10JUN2117200CE,NIFTY,10JUN2021,1720000.000000,75,OPTIDX,NFO,5.000000
39466,NIFTY08JUL2115350PE,NIFTY,08JUL2021,1535000.000000,75,OPTIDX,NFO,5.000000
47210,NIFTY30JUN2213400PE,NIFTY,30JUN2022,1340000.000000,75,OPTIDX,NFO,5.000000
43380,NIFTY28DEC2314000PE,NIFTY,28DEC2023,1400000.000000,75,OPTIDX,NFO,5.000000
36440,NIFTY01JUL2117100CE,NIFTY,01JUL2021,1710000.000000,75,OPTIDX,NFO,5.000000
49288,NIFTY10JUN2113200PE,NIFTY,10JUN2021,1320000.000000,75,OPTIDX,NFO,5.000000
51294,NIFTY24JUN2114250CE,NIFTY,24JUN2021,1425000.000000,75,OPTIDX,NFO,5.000000
43382,NIFTY27JUN2414000PE,NIFTY,27JUN2024,1400000.000000,75,OPTIDX,NFO,5.000000
54008,NIFTY29JUL2116250PE,NIFTY,29JUL2021,1625000.000000,50,OPTIDX,NFO,5.000000
35101,NIFTY26DEC2411000PE,NIFTY,26DEC2024,1100000.000000,75,OPTIDX,NFO,5.000000
44112,NIFTY15JUL2115050CE,NIFTY,15JUL2021,1505000.000000,75,OPTIDX,NFO,5.000000
53961,NIFTY29JUL2116050CE,NIFTY,29JUL2021,1605000.000000,50,OPTIDX,NFO,5.000000
39636,NIFTY30DEC2116000PE,NIFTY,30DEC2021,1600000.000000,75,OPTIDX,NFO,5.000000
51416,NIFTY17JUN2115000CE,NIFTY,17JUN2021,1500000.000000,75,OPTIDX,NFO,5.000000
35141,NIFTY10JUN2116900PE,NIFTY,10JUN2021,1690000.000000,75,OPTIDX,NFO,5.000000
53885,NIFTY29JUL2114750PE,NIFTY,29JUL2021,1475000.000000,50,OPTIDX,NFO,5.000000
47575,NIFTY22JUL2116350CE,NIFTY,22JUL2021,1635000.000000,75,OPTIDX,NFO,5.000000
43466,NIFTY26JUN2514500PE,NIFTY,26JUN2025,1450000.000000,75,OPTIDX,NFO,5.000000
47337,NIFTY22JUL2113550CE,NIFTY,22JUL2021,1355000.000000,75,OPTIDX,NFO,5.000000
39299,NIFTY08JUL2113450PE,NIFTY,08JUL2021,1345000.000000,75,OPTIDX,NFO,5.000000
44184,NIFTY15JUL2115850PE,NIFTY,15JUL2021,1585000.000000,75,OPTIDX,NFO,5.000000
39561,NIFTY05AUG2115400PE,NIFTY,05AUG2021,1540000.000000,50,OPTIDX,NFO,5.000000
39272,NIFTY30DEC2113500PE,NIFTY,30DEC2021,1350000.000000,75,OPTIDX,NFO,5.000000
52796,NIFTY26AUG2116200PE,NIFTY,26AUG2021,1620000.000000,50,OPTIDX,NFO,5.000000
47619,NIFTY10JUN2114150CE,NIFTY,10JUN2021,1415000.000000,75,OPTIDX,NFO,5.000000
51346,NIFTY24JUN2115600PE,NIFTY,24JUN2021,1560000.000000,75,OPTIDX,NFO,5.000000
53906,NIFTY29JUL2115250PE,NIFTY,29JUL2021,1525000.000000,50,OPTIDX,NFO,5.000000
39719,NIFTY05AUG2116350PE,NIFTY,05AUG2021,1635000.000000,50,OPTIDX,NFO,5.000000
52413,NIFTY01JUL2113100PE,NIFTY,01JUL2021,1310000.000000,75,OPTIDX,NFO,5.000000
49942,NIFTY29DEC2212200PE,NIFTY,29DEC2022,1220000.000000,75,OPTIDX,NFO,5.000000
39371,NIFTY01JUL2117200CE,NIFTY,01JUL2021,1720000.000000,75,OPTIDX,NFO,5.000000
36503,NIFTY26AUG2117000PE,NIFTY,26AUG2021,1700000.000000,50,OPTIDX,NFO,5.000000
53012,NIFTY17JUN2116200PE,NIFTY,17JUN2021,1620000.000000,75,OPTIDX,NFO,5.000000
47435,NIFTY22JUL2114900CE,NIFTY,22JUL2021,1490000.000000,75,OPTIDX,NFO,5.000000
35135,NIFTY29JUL2113200CE,NIFTY,29JUL2021,1320000.000000,50,OPTIDX,NFO,5.000000
39250,NIFTY08JUL2113250PE,NIFTY,08JUL2021,1325000.000000,75,OPTIDX,NFO,5.000000
47376,NIFTY22JUL2114100CE,NIFTY,22JUL2021,1410000.000000,75,OPTIDX,NFO,5.000000
36699,NIFTY30DEC2112500CE,NIFTY,30DEC2021,1250000.000000,75,OPTIDX,NFO,5.000000
47799,NIFTY10JUN2115750CE,NIFTY,10JUN2021,1575000.000000,75,OPTIDX,NFO,5.000000
41021,NIFTY26DEC2418500PE,NIFTY,26DEC2024,1850000.000000,75,OPTIDX,NFO,5.000000
35299,NIFTY30DEC2116500PE,NIFTY,30DEC2021,1650000.000000,75,OPTIDX,NFO,5.000000
47665,NIFTY10JUN2114650CE,NIFTY,10JUN2021,1465000.000000,75,OPTIDX,NFO,5.000000
47688,NIFTY10JUN2114750PE,NIFTY,10JUN2021,1475000.000000,75,OPTIDX,NFO,5.000000
47394,NIFTY28DEC2315500CE,NIFTY,28DEC2023,1550000.000000,75,OPTIDX,NFO,5.000000
39362,NIFTY08JUL2114100PE,NIFTY,08JUL2021,1410000.000000,75,OPTIDX,NFO,5.000000
44388,NIFTY15JUL2116350PE,NIFTY,15JUL2021,1635000.000000,75,OPTIDX,NFO,5.000000
39517,NIFTY08JUL2116000PE,NIFTY,08JUL2021,1600000.000000,75,OPTIDX,NFO,5.000000
52649,NIFTY26AUG2115650CE,NIFTY,26AUG2021,1565000.000000,50,OPTIDX,NFO,5.000000
51350,NIFTY24JUN2115700PE,NIFTY,24JUN2021,1570000.000000,75,OPTIDX,NFO,5.000000
50932,NIFTY24JUN2113150PE,NIFTY,24JUN2021,1315000.000000,75,OPTIDX,NFO,5.000000
49290,NIFTY10JUN2113250PE,NIFTY,10JUN2021,1325000.000000,75,OPTIDX,NFO,5.000000
51279,NIFTY24JUN2114200CE,NIFTY,24JUN2021,1420000.000000,75,OPTIDX,NFO,5.000000
49099,NIFTY17JUN2112900CE,NIFTY,17JUN2021,1290000.000000,75,OPTIDX,NFO,5.000000
45395,NIFTY27JUN2411500CE,NIFTY,27JUN2024,1150000.000000,75,OPTIDX,NFO,5.000000
49756,NIFTY29DEC2211400PE,NIFTY,29DEC2022,1140000.000000,75,OPTIDX,NFO,5.000000
35185,NIFTY01JUL2116950CE,NIFTY,01JUL2021,1695000.000000,75,OPTIDX,NFO,5.000000
49962,NIFTY29DEC2212600PE,NIFTY,29DEC2022,1260000.000000,75,OPTIDX,NFO,5.000000
51206,NIFTY24JUN2113550CE,NIFTY,24JUN2021,1355000.000000,75,OPTIDX,NFO,5.000000
51417,NIFTY17JUN2115000PE,NIFTY,17JUN2021,1500000.000000,75,OPTIDX,NFO,5.000000
49270,NIFTY10JUN2112900CE,NIFTY,10JUN2021,1290000.000000,75,OPTIDX,NFO,5.000000
52505,NIFTY01JUL2115050PE,NIFTY,01JUL2021,1505000.000000,75,OPTIDX,NFO,5.000000
51385,NIFTY17JUN2114300CE,NIFTY,17JUN2021,1430000.000000,75,OPTIDX,NFO,5.000000
39539,NIFTY05AUG2115000CE,NIFTY,05AUG2021,1500000.000000,50,OPTIDX,NFO,5.000000
49280,NIFTY10JUN2113050CE,NIFTY,10JUN2021,1305000.000000,75,OPTIDX,NFO,5.000000
51357,NIFTY31MAR2212500CE,NIFTY,31MAR2022,1250000.000000,75,OPTIDX,NFO,5.000000
39507,NIFTY08JUL2115950PE,NIFTY,08JUL2021,1595000.000000,75,OPTIDX,NFO,5.000000
44003,NIFTY15JUL2114000PE,NIFTY,15JUL2021,1400000.000000,75,OPTIDX,NFO,5.000000
39632,NIFTY05AUG2115850CE,NIFTY,05AUG2021,1585000.000000,50,OPTIDX,NFO,5.000000
39255,NIFTY24JUN2111500PE,NIFTY,24JUN2021,1150000.000000,75,OPTIDX,NFO,5.000000
39311,NIFTY08JUL2113650PE,NIFTY,08JUL2021,1365000.000000,75,OPTIDX,NFO,5.000000
36412,NIFTY27JUN2416500CE,NIFTY,27JUN2024,1650000.000000,75,OPTIDX,NFO,5.000000
51274,NIFTY17JUN2113700PE,NIFTY,17JUN2021,1370000.000000,75,OPTIDX,NFO,5.000000
46847,NIFTY28DEC2312000CE,NIFTY,28DEC2023,1200000.000000,75,OPTIDX,NFO,5.000000
52729,NIFTY26AUG2115850PE,NIFTY,26AUG2021,1585000.000000,50,OPTIDX,NFO,5.000000
52404,NIFTY01JUL2112900CE,NIFTY,01JUL2021,1290000.000000,75,OPTIDX,NFO,5.000000
51327,NIFTY24JUN2115150PE,NIFTY,24JUN2021,1515000.000000,75,OPTIDX,NFO,5.000000
53181,NIFTY29JUL21FUT,NIFTY,29JUL2021,-1.000000,50,FUTIDX,NFO,5.000000
47595,NIFTY10JUN2113850CE,NIFTY,10JUN2021,1385000.000000,75,OPTIDX,NFO,5.000000
49106,NIFTY17JUN2113050PE,NIFTY,17JUN2021,1305000.000000,75,OPTIDX,NFO,5.000000
51334,NIFTY24JUN2115300CE,NIFTY,24JUN2021,1530000.000000,75,OPTIDX,NFO,5.000000
55115,NIFTY27JUN2418000CE,NIFTY,27JUN2024,1800000.000000,75,OPTIDX,NFO,5.000000
47753,NIFTY10JUN2115300CE,NIFTY,10JUN2021,1530000.000000,75,OPTIDX,NFO,5.000000
50938,NIFTY24JUN2113200PE,NIFTY,24JUN2021,1320000.000000,75,OPTIDX,NFO,5.000000
49341,NIFTY29JUL2116800CE,NIFTY,29JUL2021,1680000.000000,50,OPTIDX,NFO,5.000000
48775,NIFTY30SEP2111500PE,NIFTY,30SEP2021,1150000.000000,75,OPTIDX,NFO,5.000000
52876,NIFTY26AUG2116700PE,NIFTY,26AUG2021,1670000.000000,50,OPTIDX,NFO,5.000000
45408,NIFTY27JUN2412000CE,NIFTY,27JUN2024,1200000.000000,75,OPTIDX,NFO,5.000000
47535,NIFTY22JUL2116200CE,NIFTY,22JUL2021,1620000.000000,75,OPTIDX,NFO,5.000000
53837,NIFTY29JUL2113850CE,NIFTY,29JUL2021,1385000.000000,50,OPTIDX,NFO,5.000000
39422,NIFTY08JUL2114650PE,NIFTY,08JUL2021,1465000.000000,75,OPTIDX,NFO,5.000000
44197,NIFTY15JUL2116100PE,NIFTY,15JUL2021,1610000.000000,75,OPTIDX,NFO,5.000000
36893,NIFTY24JUN2116150PE,NIFTY,24JUN2021,1615000.000000,75,OPTIDX,NFO,5.000000
39501,NIFTY08JUL2115800PE,NIFTY,08JUL2021,1580000.000000,75,OPTIDX,NFO,5.000000
47449,NIFTY22JUL2115150PE,NIFTY,22JUL2021,1515000.000000,75,OPTIDX,NFO,5.000000
52560,NIFTY26AUG2115050CE,NIFTY,26AUG2021,1505000.000000,50,OPTIDX,NFO,5.000000
47356,NIFTY22JUL2113650PE,NIFTY,22JUL2021,1365000.000000,75,OPTIDX,NFO,5.000000
47723,NIFTY10JUN2115050PE,NIFTY,10JUN2021,1505000.000000,75,OPTIDX,NFO,5.000000
44102,NIFTY15JUL2114900PE,NIFTY,15JUL2021,1490000.000000,75,OPTIDX,NFO,5.000000
53895,NIFTY29JUL2115000CE,NIFTY,29JUL2021,1500000.000000,50,OPTIDX,NFO,5.000000
